timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text,scenario_id,scenario_name,stress_type,ai_risk_score,ai_price_spike_score,ai_load_pressure_score,ai_renewable_curtailment_score,ai_recommended_storage_bias,ai_event_summary,ai_explanation,ai_provider,ai_model
2024-07-01 00:00:00,广东省,3.3959,0.0514,378.9582,30.3,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 00:15:00,广东省,3.1856,0.0821,384.8192,30.225,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 00:30:00,广东省,3.5872,0.0573,370.2664,30.15,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 00:45:00,广东省,3.2849,0.0,384.4318,30.075,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 01:00:00,广东省,3.3548,0.0,336.3098,30.0,正常运行,日内无突发事件，各资源出力稳定。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.2,0.0,日内无突发事件，各资源出力稳定。,系统运行平稳，无异常风险，价格波动小，负荷压力低，新能源消纳正常，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 01:15:00,广东省,3.6595,0.0034,383.785,29.95,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 01:30:00,广东省,3.3843,0.0431,362.5153,29.9,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 01:45:00,广东省,3.3446,0.0255,372.3017,29.85,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 02:00:00,广东省,3.3413,0.0905,397.4447,29.8,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 02:15:00,广东省,3.5109,0.0375,378.8329,29.8,正常运行,日内无突发事件，各资源出力稳定。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.2,0.0,日内无突发事件，各资源出力稳定。,系统运行平稳，无异常风险，价格波动小，负荷压力低，新能源消纳正常，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 02:30:00,广东省,3.3432,0.032,401.3254,29.8,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 02:45:00,广东省,3.1731,0.0,370.9784,29.8,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 03:00:00,广东省,3.2573,0.0,432.8294,29.8,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 03:15:00,广东省,3.3388,0.0742,365.2247,29.8,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 03:30:00,广东省,3.3985,0.0024,364.2368,29.8,正常运行,日内无突发事件，各资源出力稳定。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.2,0.0,日内无突发事件，各资源出力稳定。,系统运行平稳，无异常风险，价格波动小，负荷压力低，新能源消纳正常，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 03:45:00,广东省,3.2259,0.0406,369.6331,29.8,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 04:00:00,广东省,3.438,0.0,390.6232,29.8,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 04:15:00,广东省,3.3636,0.0,362.9587,29.8,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 04:30:00,广东省,3.297,0.0,398.7543,29.8,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 04:45:00,广东省,3.3937,0.0,371.5671,29.8,正常运行,日内无突发事件，各资源出力稳定。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.2,0.0,日内无突发事件，各资源出力稳定。,系统运行平稳，无异常风险，价格波动小，负荷压力低，新能源消纳正常，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 05:00:00,广东省,3.6587,0.0452,384.8378,29.8,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 05:15:00,广东省,3.3895,0.0,365.3855,29.925,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 05:30:00,广东省,3.4172,0.0,417.5762,30.05,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 05:45:00,广东省,3.5427,0.011,352.2849,30.175,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 06:00:00,广东省,3.4189,0.0,354.4559,30.3,正常运行,日内无突发事件，各资源出力稳定。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.2,0.0,日内无突发事件，各资源出力稳定。,系统运行平稳，无异常风险，价格波动小，负荷压力低，新能源消纳正常，储能保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 06:15:00,广东省,3.5043,0.0619,406.1059,30.35,正常运行,系统当前处于平稳运行状态，无异常气象或市场信号。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.1,0.0,系统平稳运行，无异常信号,无气象或市场异常，负荷和新能源均正常，储能保持中性,openai_compatible,deepseek-chat
2024-07-01 06:30:00,广东省,3.5044,0.1343,377.3329,30.4,正常运行,当前调度时段未触发任何预警或邀约，按常规模式执行。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.0,0.0,0.0,0.0,0.0,正常运行，无预警或邀约,当前调度时段未触发任何预警或邀约，按常规模式执行，所有风险指标均为0，储能偏差中性。,openai_compatible,deepseek-chat
2024-07-01 06:45:00,广东省,3.3019,0.2372,394.0644,30.45,正常运行,运行状态正常，负荷与电价均在预期区间内波动。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.2,0.3,0.1,0.0,运行状态正常，负荷与电价均在预期区间内波动。,系统处于正常运行状态，无异常风险，负荷和电价波动在预期范围内，新能源消纳正常，储能建议保持中性策略。,openai_compatible,deepseek-chat
2024-07-01 07:00:00,广东省,3.5307,0.2656,410.6217,30.5,正常运行,无极端天气与市场异动，维持基础调度策略。,OOD-S1,常规夏季运行场景(unseen 文本),normal,0.1,0.1,0.2,0.2,0.0,无极端天气与市场异动，维持基础调度策略,系统处于正常运行状态，无风险事件，负荷和新能源消纳压力低，储能保持中性策略。,openai_compatible,deepseek-chat
